Filename,def_15_20_percent
4dc15630-b7f4-478a-b564-3420b7736ec4___RS_HL 5660 1,17.7012341130963
4dc4d209-4bf9-48d0-a29d-d2afecef0502___RS_HL 3742,15.7786490134327
4dcd8043-6ab8-452c-9112-4e2103f756bd___RS_HL 3346,19.5151387941439
4dd034e3-8e20-47bb-9ff1-cc7e8a10999c___RS_HL 3399,15.2132346828498
4e09b01b-9c12-46d0-91a4-56cc3358427a___RS_HL 5057,19.3808547198049
4e0e8fed-5dfc-41ef-bdb1-13b411e20e6f___RS_HL 4204,15.3036037518512
4e1c46b9-ec46-4647-919e-824d95a6cdf2___RS_HL 7442,16.3194322453712
4e1eaa89-2d23-45e9-8995-b787545ea337___RS_HL 3555,19.9403069926094
4e25f48b-18a3-4379-8e17-db427dc3a0d4___RS_HL 5653 1,15.4349053519955
4e2c561c-c8b5-48f4-add2-4dc11eb74263___RS_HL 3128,18.1350579034441
4e39ed24-9710-4d57-9a23-5ab9016f61bc___RS_HL 2931,15.9599559725352
4e47537f-0dcc-42b6-824e-db0e8d0ddc18___RS_HL 4324,18.1967113646017
4e51536e-632e-4f3a-8136-9d207fa83886___RS_HL 3167,15.0206978119456
4e548c3e-2e6f-4625-971b-5955b8ee836e___RS_HL 3549,17.7271455658823
4e574cac-6544-4932-ab76-37651307f7f1___RS_HL 5117,16.4911827401331
4e6a1601-bb93-4407-b0ff-9a4e0f77afdf___RS_HL 5663,17.7294516543903
4e6af623-d5bf-4127-a36f-748ac50aab68___RS_HL 5290,18.0112651646447
4e7b7c07-43a1-4453-ac4c-259c0bd3fec6___RS_HL 5618 1,17.321897774032
4e82d2e5-d240-4c08-88bb-5032f4094810___RS_HL 3679,15.749145664246
4e83d195-a91f-439f-982c-e5a60f2919d3___RS_HL 3398,17.7458278100676
4e872f72-be11-4674-bb25-9bd7345c1ef7___RS_HL 7047,18.682197905636
4e8b0492-072a-4f6d-9156-1799ece8d37a___RS_HL 7110,15.3893254413716
4ea9a847-7a61-46e8-a5a9-2e9a02ea422b___RS_HL 6263,17.0820117806978
4eb5a703-c501-4d5c-921c-9f95cadeea74___RS_HL 2965,15.3794921603996
4eba6d59-ef23-4a8d-b802-ec86c0bf6a5c___RS_HL 3769,18.5714738610785
4ec04cee-b829-47c9-b7d8-4afc78624d0e___RS_HL 5075,15.8910294072173
4ed6a602-bd4f-41c4-ab5a-13ba7e075a82___RS_HL 6538,15.2209170885143
4eedf17a-f0c8-4926-a1bb-1811331c39ac___RS_HL 5488,18.6477411477411
4eef5fd1-3730-4607-a018-9b43d17a047f___RS_HL 6403,18.8984725099986
4f085276-0594-41d5-ad0a-28b0c1ec14af___RS_HL 7552,18.8262495080677
4f0bb526-b016-47a5-9b5a-2d0ed3c065a1___RS_HL 2818,18.0282836504222
4f0f00c7-3755-425f-add1-3011191bb82d___RS_HL 4962,18.2636486248754
4f161403-dad3-47b7-837a-39ec08175c27___RS_HL 2925,15.3652865286529
4f1784b8-b5a2-437a-8fbf-1591971726d9___RS_HL 5254,16.0886901884969
4f184e6a-30a9-4932-b3bd-c1c68ee73426___RS_HL 3055,19.993876301286
4f1d74cc-b1d0-4a01-bd50-b5bb147a8e43___RS_HL 3403,16.0339078381744
4f20683a-f78a-4f54-977c-66f25aa86850___RS_HL 2951,19.9166696598542
4f239869-9b75-46b1-9d19-44fb7f775524___RS_HL 3308,17.9021054916432
4f4c7445-b9a7-4fb7-a21a-489938d1f4d8___RS_HL 3063,18.9486764535892
4f5afbdd-6a9a-4837-a2ad-b78cc2f10795___RS_HL 6365,16.3512372828646
4f64f4c2-cffe-4671-a436-075733baa64d___RS_HL 5931,16.1870503597122
4f6c86d9-6898-47e2-82c4-47e46f8f0112___RS_HL 3170,16.8558720042488
4f7f7594-d567-49ac-a02e-f59165d87e63___RS_HL 3863,17.4045215748775
4f97b34d-30ea-454f-b090-0f5c1f540482___RS_HL 3541,15.9321361808191
4fa07360-73e3-4a52-aaec-b889a99ef30f___RS_HL 7295,18.1425863828546
4fbda263-01cf-4b98-8313-8e83a1f63bb1___RS_HL 6614,19.1363564377343
4fc10746-5fc0-4089-b77d-ed0fe8160515___RS_HL 5693 1,16.2283819000237
4fce45d7-9731-4fd5-9898-9e07c2e219af___RS_HL 2903,15.3949742104327
4fdc663e-a8ea-4d8a-801b-ef18ad192661___RS_HL 6453,17.7720031634843
4ffd4a79-9618-4b8d-8892-628cb71243ca___RS_HL 6043,19.3834887805843
50160a02-0114-4d61-b99a-e85bdd4d5ae0___RS_HL 4994,16.1202722156786
5022f7b8-a8f8-4cf5-9d76-9feffe6602be___RS_HL 4072,15.566294364259
5033bd54-d6cc-4317-84e9-a3427df41d1e___RS_HL 6205,19.4686951433587
50432498-31af-4567-a516-a7197568e5b1___RS_HL 6687,18.1432396859257
504a523c-5f43-43e8-bbc9-ff2f91050f13___RS_HL 3181,15.9390486464619
504d1070-3f0f-4550-80ab-025510f3cbf8___RS_HL 3301,16.3762387261998
505f107f-00e9-43c6-b76b-f83e8a355c17___RS_HL 6137,15.403028568455
50848e00-7d69-4083-875b-0bf81835abdd___RS_HL 5592 1,19.2056510729042
508a657b-3bc6-4daa-9498-4057876fbd28___RS_HL 6946,17.1855435401252
508c47f8-19ac-4899-a339-dffdd7faf020___RS_HL 4317,16.4749236023728
509066a7-61b6-4ab5-87ab-c23dcdf21080___RS_HL 3501,16.5382254654573
5092640d-d7f2-4415-8e84-2ea6d9ad8f29___RS_HL 6126,18.1836036137142
50a6da52-d677-41f7-9971-8a2b6f41e4e9___RS_HL 3027,17.4748372666533
50ae30b8-6e3e-4743-ae7f-9901f229122d___RS_HL 4302,17.5194817388039
50c877c3-142c-4cdd-ad1f-dd048f6c4b39___RS_HL 3262,19.1151016875811
50cc3f83-4752-4df7-8e09-def473dd7033___RS_HL 3222,17.9227396610973
50d6010f-df5d-41a5-ab3c-696d9945540d___RS_HL 5632,15.0873817540484
50d65956-d5bc-47dd-b428-af1725f14bea___RS_HL 3622,16.7952422363733
