Filename,def_10_15_percent
195b9453-b578-427f-8c8d-f86086f488e2___RS_HL 4334,12.1794871794872
1960fc36-da3b-434e-986f-f3739eeda4aa___RS_HL 6477,12.9031419059509
1974b068-904c-4459-b601-97248275a181___RS_HL 2842,12.5675906426091
197cae76-efed-4c20-95fd-84cda4d248fa___RS_HL 5911,11.5895069728861
1982dfb8-1145-4039-8ec6-0df04fa95030___RS_HL 7199,13.2643276173285
1988b49c-e5f9-4239-abc6-3e9f6cbd8edb___RS_HL 5449,12.6769999086452
19a0c6fd-4beb-4000-ace1-b1f17cf61c24___RS_HL 6438,11.0599897757329
19b07282-d947-4766-b08d-ffee52fbe6b1___RS_HL 3659,13.3063029856248
19b698b1-7b58-4166-8286-19dfe50f9f3d___RS_HL 5387,12.788906009245
19de8dd0-f636-4608-9c08-a6b82f7d2924___RS_HL 4164,10.3207578527505
19fab8e4-8dca-4000-a307-46d59aaa33b3___RS_HL 3164,12.6320182337646
19fb1d80-90e4-43b9-827a-6031cdf812ba___RS_HL 6184,10.829738767993
1a047122-3729-4641-887f-ecbeb4baec27___RS_HL 4942,14.7049562315007
1a05dc89-d2f3-4c1e-aeec-e4a29e190e06___RS_HL 4558,10.3551603870904
1a08a787-baae-43cb-a02d-8e95d81b205e___RS_HL 3120,10.5227620029141
1a54776c-98c1-4aad-841f-4b92ca969420___RS_HL 4345,12.3866510394177
1a5ec02d-80c1-41f3-8961-5a93ae836816___RS_HL 6850,11.6243602336763
