Filename,def_20_25_percent
c2bf0a0b-d9bb-413e-a381-b579d469db9c___RS_HL 4062,23.1634287305898
c2c17e57-e00c-4da2-ad1d-45752467e2a1___RS_HL 4417,21.740671521557
c2cb1976-753c-4bb7-8e59-f741bcef652d___RS_HL 7045,23.4077228399443
c2d08551-1651-423d-a035-307a8ee69aca___RS_HL 3547,22.5653125427438
c2dd3f9e-8cf9-4de6-832e-27978763eeea___RS_HL 5431,21.0727294090001
c2e92467-9a4b-4f7d-9b92-14f0e4e7bf23___RS_HL 3610,21.6352553772858
c2f124f1-1b8b-4981-a061-78577f159fa6___RS_HL 3972,22.8716480083312
c3001e80-16b0-474e-a7de-dce7c1271bbc___RS_HL 5018,21.9532990456283
c3058e55-fbf1-47ac-b265-583125197c03___RS_HL 6037,24.6379528518536
c3175183-2d42-4478-9a52-967161e168d5___RS_HL 3939,20.3444147062967
c3244623-2ef5-45e8-ac2a-248cbc4fc370___RS_HL 2938,20.497663882203
c32e23dd-c073-4d7c-b95f-9b9719d670bb___RS_HL 3208,20.2133664484082
c340c07c-2e07-481e-87c9-48cac945c47a___RS_HL 3988,20.1477737973388
c34982c5-f96c-4029-9f2d-fb31838e11fa___RS_HL 4649,21.750173973556
c3498c7b-6fd4-46c3-91c6-efebebf326e1___RS_HL 4886,24.609282500592
c34f7a6d-7a03-4f44-b9e0-c1bdb39435b0___RS_HL 5785,23.645342312009
c3514fb3-eda1-48e8-9066-bad51ff3c78a___RS_HL 6219,21.0427491126087
