Filename,def_15_20_percent
54a2458b-b081-47d0-a6bc-959e03ada3f2___RS_HL 2849,17.2141151499071
54c53875-18d5-468c-a0b3-0c554149c215___RS_HL 4959,16.5358599679868
54cc599a-888d-46be-9248-6dff7c58d499___RS_HL 3762,18.8316969732179
54d812ce-c537-47d7-a65e-61da59246649___RS_HL 3121,19.9289392790131
54e4b82e-c2c7-42a0-9aa5-8a8ddf315f33___RS_HL 2929,18.0993132958349
54e5aadc-0109-4653-a046-ecc87f06c88b___RS_HL 6634,16.5087863811093
54eb5343-5507-4339-be5f-05dd24e7d5fc___RS_HL 7192,17.821919711071
55025a58-24d2-4824-8b45-1b7280397c60___RS_HL 2958,18.3315493249542
5506bce8-6c42-4abe-a597-b0c850fabbfc___RS_HL 6097,16.9413224850031
5510e8d6-d957-42f9-b8d0-6231c4b2cf4f___RS_HL 3535,16.610291102911
5511ae0d-c5ec-4cf4-a19b-4490eebe27a7___RS_HL 5738,19.3425880783146
551614f2-d150-4fed-a135-cdb9fa5b90c2___RS_HL 4065,19.1150574170986
552480aa-aba0-430e-a44e-602559f931ea___RS_HL 4046,19.4935745917896
5540e274-4a43-4a4b-9c14-723ac00b31eb___RS_HL 7533,17.1939392061476
55557998-e110-47bf-9a3d-c137235f3408___RS_HL 7149,16.8412873471025
5565f04b-eaf0-46e3-8189-d135bc0434e9___RS_HL 7080,18.9845019211429
5585811f-5a0a-45fd-9ce2-087959bdf98b___RS_HL 3046,19.4908045639867
