Filename,def_10_15_percent
7e04c82b-7ed9-420d-8dee-9215751db2a1___RS_HL 4824,12.2963584091998
7e1e1cb7-830b-4cfc-be18-db9ce4a8278a___RS_HL 4789,12.1090548293861
7e301e01-16b6-42f6-a329-e09322246595___RS_HL 4583,14.9321134277587
7e33a8b6-8b84-40b9-b84d-70eabb365685___RS_HL 5638 1,13.0896796007084
7e39beb3-81d1-4c3d-bae1-a4945bd1fcea___RS_HL 6766,11.5042437877084
7e3d7992-e944-4955-a240-467bbc9404c5___RS_HL 5361,11.8856499084636
7e3e4b51-92fc-49fe-98ae-b869e67269f9___RS_HL 5252,13.951262314043
7e4a7055-c3e0-4ed5-b05e-74dfedd4d9dd___RS_HL 5769,12.6460034197914
7e5af35a-ba68-4a98-a74a-fb70dcda640e___RS_HL 5651 1,14.9122807017544
7e684e43-7241-4245-950e-db121e0f9579___RS_HL 3218,11.1047525615871
7e72590f-197f-4c7a-adbd-c47507a0c611___RS_HL 6155,14.2203139952927
7e7cfef1-2274-46da-98b8-b095dc7f8996___RS_HL 5589 1,10.3224760978772
7e89a327-c966-4ed9-8a8c-0629dfac1490___RS_HL 3459,12.5750058446113
7ea9fa0a-d301-4bd7-bb14-f703a60bf74e___RS_HL 6890,12.8143157072409
7ecd0d92-cd28-4218-ba8b-90562f19af73___RS_HL 7512,14.6457343524065
7eddda6f-e3b5-4db5-b8ab-9c99870722ce___RS_HL 4243,12.2747787767867
7ee2b5a4-4e45-4ee9-aa33-7ef35cd080cb___RS_HL 4473,14.7772892372395
