Filename,def_1_5_percent
6f057427-e1ca-431b-bc10-ba38ec6b2298___RS_HL 6011,2.92977598791845
6f0629b3-bcc0-45d6-8d9c-87b9c896c7d5___RS_HL 2823,4.48486186625452
6f080647-3f64-4632-b54c-3153c374f175___RS_HL 7446,2.7229767687783
6f094992-b732-4ee3-a2dd-b855a04acb2d___RS_HL 7351,1.21160031052456
6f2c675b-169c-4b92-8415-da2980778167___RS_HL 7326,3.40346534653465
6f3ecbcd-d9c8-4944-bebb-8654e74cdcaf___RS_HL 3495,4.47542186353632
6f4b5224-7e0e-450b-a085-d359a72419ac___RS_HL 2994,3.3544654397735
6f5905c4-c68f-460e-9691-27b1f03dc0d0___RS_HL 4377,3.2293515935413
6f771b51-7c51-4d59-aeb9-153d04389540___RS_HL 6693,1.17198297307756
6f8693a0-9f00-4c8d-b57b-217dac181680___RS_HL 5860,3.78727417833563
6f91b746-a8bf-4713-9282-a7be41d516d5___RS_HL 7315,1.39247438003599
6f95d87c-76b9-4e5e-b3d0-c6552e076d88___RS_HL 5741 1,2.19282441962218
6fbdc276-cddb-47a2-af71-8955061c06d5___RS_HL 6732,4.07500255806815
6fbe376d-bfee-44f7-9432-7ccd737a2667___RS_HL 4495,2.44446279626724
6fc3a3a0-ac39-4750-b5f8-d0237386691d___RS_HL 4231,4.6769098659797
6fcb3a1c-4eae-4962-bf7c-529d5668079b___RS_HL 5737 1,2.19030920375164
6fd5a871-1a03-45e3-88d2-dd7498ebbdf7___RS_HL 6926,4.59503047863762
