Filename,def_10_15_percent
11d1c4c4-5754-4a25-9917-6c6bf2fb0756___RS_HL 3929,12.4499278961705
11e3e933-70ea-4d60-a0b2-eb6d7f5bfa12___RS_HL 4545,10.1100929978118
11f78f5c-2acc-406f-a6d5-18059c551eda___RS_HL 4849,14.2350370349349
120b18a5-6743-4a43-82cc-c14ae4f964ec___RS_HL 5543 1,10.764338711577
121015c2-b630-4112-8058-5b0d3302a560___RS_HL 6118,11.486143538727
1219421b-5b6e-4351-b3aa-c5fd73a0e1ee___RS_HL 3984,12.7132272701166
12255f52-1c26-44e5-a1b9-ed53e487a8d6___RS_HL 6918,11.5781632435884
1227c10e-18dc-448c-ab5d-7425d2905a2d___RS_HL 3836,10.5869904210292
122f7a58-ba31-4ecf-99fd-2a997bc296cc___RS_HL 5837,14.745882168681
124c32b3-6a2e-4e8c-b16f-55d4d5773cb6___RS_HL 3288,14.8564515653123
12504c4e-950d-4c06-9234-0d0e0d75724f___RS_HL 5866,14.9720161065667
12590d1f-63af-4a2a-8824-0f4f766a7c09___RS_HL 6786,14.5061034973414
1261f5a5-ee5e-4833-a8c2-bd744c6acd8c___RS_HL 6710,13.1032965958799
1276f7e3-7399-478e-8123-a09caec30f99___RS_HL 6395,12.8297660527626
12838a89-baa9-432f-8f0e-c2d1a076e6b9___RS_HL 5179,14.4228694714132
129b4bf9-3b3e-4bbf-a6bc-cde6e6411e0b___RS_HL 6253,11.397016172069
12a2ab1f-a6f1-475a-8cd6-59b03fdede6f___RS_HL 4315,13.6858907627177
12ad9825-51a5-4330-98ae-9a55f10648a6___RS_HL 7514,13.1501641610506
12aef746-e8c7-406f-98c0-713969bcea50___RS_HL 6769,10.9386631776038
12afcbbb-5975-47d5-9190-9710c7c84ff0___RS_HL 4887,13.0836469966093
12b19357-38b6-4292-b9fc-a7be66faeaec___RS_HL 3648,12.2047600374046
12b69f06-4078-461a-be17-61b11bee15c1___RS_HL 5636 1,14.3426590740282
12bdeb55-f1c1-459e-a151-e470212afdb7___RS_HL 3400,10.0663637019404
12becc29-0f3c-49d2-90a8-43939617524d___RS_HL 4102,12.5380149294996
12c697fc-26e6-48f9-bf0c-729f820e1e83___RS_HL 5530 1,14.66617920018
12cee518-a9ec-4259-a261-97609caed6db___RS_HL 4078,12.0151521130095
12d97081-b540-4fe8-9615-1334aebd0644___RS_HL 5355,14.5932354113643
12da5a9a-7b85-498f-908b-033db3067906___RS_HL 4438,13.1891891891892
12e6c7cd-1111-4e71-a437-1f6ac19fe1e5___RS_HL 6911,11.4627088583963
12e852b5-9629-4a61-b76d-c609d657fdd4___RS_HL 3157,11.3589554268838
12f9481f-767f-44c7-9635-8535f32e6e0f___RS_HL 4402,12.3247700602601
