Filename,def_15_20_percent
1a7a6a11-eb85-49a6-a45a-c2c057048c2c___RS_HL 3304,15.7063525182165
1a7d6d72-425a-4df3-8f4e-e9d745bd595d___RS_HL 5311,18.1770251829798
1a8ac70a-9677-40cb-a59c-cebfa116bb9a___RS_HL 6725,17.5201326385599
1aaa9415-7a3c-429a-8cd3-199dc8cfae3f___RS_HL 2697,17.7506170636691
1ab475d4-4a4a-472b-8dea-4db22cc4c683___RS_HL 7221,16.4931053151174
1ab920d3-ffd3-4c45-af65-ff3024859d6d___RS_HL 4983,16.7811579980373
1abf24aa-039e-44ce-90d4-d4b342bbb81d___RS_HL 3392,15.677288713631
1ac05df6-a101-40df-a0c2-3bac86c3d481___RS_HL 3822,16.3035877575171
1addf473-e718-47d3-a330-9cb97489ca65___RS_HL 3103,17.8886074034862
1ae34c09-fb52-4da7-a08a-5f2012d8e56b___RS_HL 6443,17.3441189770386
1aeab33b-d2c0-4af2-a4d8-9bcb141eebdb___RS_HL 4386,18.4745563520978
1af59d6d-d080-4f1e-8550-387686e9af18___RS_HL 3544,18.2618528390275
1b1cb98e-7297-463b-995b-e536aa3b699e___RS_HL 6343,18.4101616387725
1b2217a6-a79b-4c52-b737-392905939db1___RS_HL 5026,18.1827421485923
1b283b99-e33d-4b1d-baf3-aa3d06305d1c___RS_HL 4286,18.3263677214593
1b3ea0a3-d9ea-4cdf-8f32-1b7f9d28ad4d___RS_HL 2977,17.661252900232
1b58f065-d8d7-4203-95e5-373e752294fa___RS_HL 4576,16.3045451794468
1b5d34e6-f5ba-4828-b465-6389f9e2348f___RS_HL 2911,18.5906311295719
1b68e4c4-20ca-4538-9d96-c23ec8002c90___RS_HL 5760 1,19.1396384892597
1b701ad3-6b86-4ffc-89f7-68bd179aaa40___RS_HL 5124,15.5872077398549
1b914c92-6b79-45b2-85a7-5c76fe71f996___RS_HL 4980,17.9292367358617
1b92986a-c2f5-4394-9d4d-9f240b4dbec4___RS_HL 4922,19.173998400349
1b951855-b456-4f7c-b0b1-cf663d047929___RS_HL 5482,19.5606786838004
1b957666-ac0a-4f3d-a7f7-627a53972c9b___RS_HL 5045,17.4205520760844
1b963182-b2b1-47a6-9e47-f2f85740f8cc___RS_HL 5634,15.0131000049434
1b97e6a7-314e-4c9b-8993-f79a1f6982cd___RS_HL 7256,19.7534600886003
1b9ba38d-fb00-4955-a67e-c51abfaad351___RS_HL 7046,16.8129802774011
1b9dedc5-4de3-4bc5-8d2e-1adf470790d3___RS_HL 3922,15.5613896281378
1ba226b4-8522-4278-b3cc-79805e3e27cf___RS_HL 5260,18.4825908468907
1ba3231b-301e-423b-b528-3afe5370d771___RS_HL 4527,15.4811715481172
1ba63a9d-673b-47f1-8440-a03fa8bd2332___RS_HL 4501,18.5440035190247
1bbed689-d81e-4279-a6f3-ca4bb989b0d8___RS_HL 4813,17.9396798473444
1bc089e1-ae31-4ffb-815d-5ffd4f5a92bc___RS_HL 7279,19.2756562895023
1bc8190f-f190-425b-8d15-5ec58c2991fc___RS_HL 6904,16.7682429123361
1bd24f45-08db-4ab1-98fe-ae5624ad4210___RS_HL 5520 1,18.8256626313263
1bdfced3-dac6-420b-91e2-957f3333b69f___RS_HL 5561 1,18.6037096080366
1be1388c-544a-48a1-8c85-24a56e5b0b4c___RS_HL 5559,16.2720608893316
1be1ba1d-56d1-4fb5-a80a-2c93e49cebde___RS_HL 5539,16.0222584668522
1be1e8f1-57b5-454a-a5d0-3c9135618d09___RS_HL 6819,16.97417945411
1c330856-cb76-470e-a002-813e3b804b70___RS_HL 4592,18.3543070869209
1c3849fc-d62c-4be9-a924-64987ffb41a2___RS_HL 6991,15.5656795747912
1c3cc570-9ec4-4a66-bff2-3da6f4e25be4___RS_HL 5411,18.5858928398411
1c801474-f064-4b50-8d7c-50f32ed242aa___RS_HL 3859,19.1816498791929
1c951438-2d53-4aaf-80d8-f50918c67f28___RS_HL 4132,18.6914318342122
1cb3c4d0-d775-44ab-94dc-e4ec2f253fd7___RS_HL 5581,15.6501752309863
