Filename,def_5_10_percent
6fda8e98-135b-4ba6-ac2b-9dc4e1acd1dc___RS_HL 3951,6.27686122279218
6ff42b53-2f1d-4b50-b5b3-efd974166a8d___RS_HL 6922,6.34269485642158
6ffc75b5-f960-4f0a-b577-2803d02a3604___RS_HL 5338,7.22202924179745
700e63b7-359c-4cb3-b665-20d2baba0a64___RS_HL 7231,8.94828588030215
701323ad-6595-439e-9aef-52b75b0fcf07___RS_HL 2990,5.39618632220545
701c1ccf-d755-4fae-85ab-ca361d708677___RS_HL 7358,9.18175956860676
701ce514-eac8-40ed-b17e-bc1b77a45d2d___RS_HL 5766,8.84222693122712
701d33b2-0989-48e9-af35-18b7c5bc7cb8___RS_HL 4847,5.35536470002489
7021698a-ad03-4497-9680-5fe11843f9eb___RS_HL 5237,7.62466341729439
703bba52-b678-4bc7-97d0-d69ce80a281f___RS_HL 3529,7.28638116500913
70431d09-acff-4898-9c19-6d994bb72f77___RS_HL 4579,5.79122759614519
7052c783-f409-4934-83ab-1fab562d0315___RS_HL 3921,9.95625841184388
70530582-514a-4ce9-a908-024b33f37777___RS_HL 5747,7.36706922525993
705b5bbb-acee-42a4-9ccc-91b4f8c585a8___RS_HL 4161,6.98555771791458
7062663e-a1d2-45ce-bd2f-d4041de4b623___RS_HL 5554 1,5.26184261676015
70628704-ffb8-40c5-a43a-a2cfa03e8ee9___RS_HL 5954,8.00643635565741
70633174-1c06-49e9-b7b8-957043b2f261___RS_HL 6978,8.35266821345708
70633bf2-fb4e-4873-a6c5-c7d6e61d0f48___RS_HL 3369,5.29760049859769
707074ce-97a4-42b5-b82f-30370a765ca7___RS_HL 6873,9.51027871120775
70739c0f-e185-473b-a3b4-4ab60090d4c8___RS_HL 2807,6.81561724215753
7083a18b-6135-4a72-8f9c-da864a9c625d___RS_HL 7088,7.18378790487199
70924e49-200e-4e24-a63c-71c95583d6b6___RS_HL 4642,5.33767953549964
70a33550-fcec-481c-91fa-dcf0b6c6bb06___RS_HL 7022,6.22098658368617
70ac03c3-3bbb-4407-a0ac-f513109373eb___RS_HL 5223,9.91419184025009
70b6c479-4f53-4a4d-a716-3420ecceecfd___RS_HL 5089,9.93237326067919
70c69120-0b42-4aae-8db5-fb9d0bb7e419___RS_HL 5789 1,6.24605678233438
70c8afdc-331a-442b-a0bd-28e472b170bd___RS_HL 3223,8.75781948168007
70cbe5b5-3955-4f40-b709-38b283199b5f___RS_HL 4167,7.43447666315396
70cdfcaf-b5a7-4637-b3d6-00e34ce9d3c0___RS_HL 6147,9.47296069911874
70dbf23b-d8fa-426e-9a94-e751d83b0cce___RS_HL 6220,6.79513454526097
70ec0b55-1644-406c-805e-40ee7cdd6701___RS_HL 4608,8.34162909176085
71010ab7-e729-462b-abf3-42cc36bf507a___RS_HL 3559,9.47931011869631
7104ae92-7f99-40a1-a754-9bf3d50b0d58___RS_HL 5995,8.70178390281317
710747b3-8e3c-47c8-b3ce-056ab63959d6___RS_HL 3150,5.39065579237789
71185204-eff0-4bc3-914a-bb253845805a___RS_HL 5473,5.91387856257745
7127b7a4-e291-4165-a68b-a3a27987bcff___RS_HL 5984,8.39738412235221
712bb093-a1b5-4170-a74a-d2150263689c___RS_HL 5166,9.49315412636603
71506767-0dab-43cc-9ff6-c0340060e57f___RS_HL 5793 1,9.96172863647792
715381bc-bd64-4dd4-bdb2-827478c36dce___RS_HL 5662 1,9.51230475334307
715897ce-21db-4197-89dc-68e6089976ae___RS_HL 5742 1,7.74984953139778
715b08be-6c57-4cca-8c8a-e6c07b2b9c8d___RS_HL 7478,8.46260708497337
7194440d-9548-4e56-b058-ac286252af75___RS_HL 2746,6.04891568972621
71b02273-c181-4d83-afe4-d7f6a2ab08f9___RS_HL 3790,9.85526758667115
71b3123a-0667-4a4a-9993-518acee4c6ec___RS_HL 7232,6.1866941059198
71bda8a9-c04d-47dd-9929-18aeb33fdecc___RS_HL 5967,9.21269682579355
71bff84c-7a2e-4338-9924-6c585a7919d5___RS_HL 6121,8.51166643655944
71ce143e-92c9-4e9b-847f-b7cc5d8dbd84___RS_HL 4770,9.2212881972055
71d2d58d-f931-4fdb-8985-21f0e07f5216___RS_HL 6280,6.16401132690712
71d34686-d60b-4049-8b47-88695b6186e9___RS_HL 3881,9.32162655814401
71d9bcf3-50ed-46e5-82df-165ed52ad09c___RS_HL 5549 1,7.98303720671083
71daea2f-c0cb-4766-b782-cffd41614e58___RS_HL 6567,8.86397041392063
71ebf551-9a6b-48b5-b0df-565bd02f63f7___RS_HL 5957,5.25448079323583
71f9ea00-e509-4980-bba5-33f1b83575f9___RS_HL 4969,7.80581109390655
7207d491-bcb0-455c-ab74-8ad745903249___RS_HL 4697,7.71068149585728
720bc579-7307-43fe-8a40-c68bb6f2a519___RS_HL 6891,5.75815245345129
72155a46-f0cf-4a34-a420-afd4a1a6f3ba___RS_HL 5738 1,7.38398885435645
721f6580-512d-4a23-9ef9-2ad0e9f39a2a___RS_HL 4961,7.9023038281656
72234468-dde7-4035-a55c-da6857c4101d___RS_HL 4031,5.40522527326046
722860aa-08be-47e2-8f94-3ce2f99a1d14___RS_HL 7281,7.52171215880893
723a07a8-c9e1-4509-acda-65d9ae747960___RS_HL 4792,9.5256330477239
723fa826-0b5e-47fc-9861-19bfd6ff210c___RS_HL 6251,7.26894882276371
7240c0bc-4042-4789-8425-1f3467c9874f___RS_HL 5894,8.68170584214124
725c2951-5e44-4aad-83ed-233f92b21e1f___RS_HL 2898,8.94102915747421
72715498-5ab0-474e-a487-a4714c163115___RS_HL 4026,6.9289519960106
72773a40-c331-4e95-9360-6e2ced5c41d4___RS_HL 2808,5.98199622893985
7285282c-4e68-4a8b-904d-d45a8be68dfb___RS_HL 6478,8.80965387098376
728cd7bc-53e4-48ab-aa9a-b3c90d3a9fdf___RS_HL 3144,5.14837012132729
72943c00-fdf1-4077-bd7e-5fbc8bc3da4c___RS_HL 5228,6.03536560387793
7296bbd6-463c-4f81-a3e5-02fca6b1c99c___RS_HL 5606,5.22983114446529
72a80c80-1bc8-4b5b-a509-6e7b448ea0b7___RS_HL 3479,9.28027037279719
72ae9007-eec9-4386-9090-d1c52235c8d5___RS_HL 3478,9.44213889602997
72b83800-1071-4fb3-ad04-b083c48a30d1___RS_HL 7035,9.90622208990771
72c956f1-26d0-441c-a077-e40ef414c927___RS_HL 5617,9.85499807519569
72de6ee1-36d9-44de-971f-018dc835af9b___RS_HL 6444,6.98330692252589
72feb332-ebb5-4c8b-be52-9d915b5c2758___RS_HL 7251,7.43408445119937
73076001-91a0-4b5a-a3ac-f2de8cc69ccc___RS_HL 7262,8.42315369261477
7310a63d-55f8-41f1-bba9-9bf3b0c2f447___RS_HL 4457,5.56085767003881
7311d2ec-8541-4783-bd67-a63b698b8c1b___RS_HL 7294,5.52655265526553
732411f1-06c5-4b0f-9092-675050a64941___RS_HL 6971,6.47485315712188
732fd257-d070-4e65-bd0d-82dd492741ed___RS_HL 6296,5.45427150821154
7348ccaf-e04f-4fcb-88d0-aaacfacff02f___RS_HL 6055,6.06720174125969
7354c453-b05c-4748-97ed-8b808000b41c___RS_HL 4950,5.68219026270055
735e96f3-459a-4b3c-acd2-f5c3679c994c___RS_HL 3484,5.16795007966012
73681496-7d02-4730-b347-ac1bf06eb3de___RS_HL 4796,5.66977354554326
737aaef7-7abc-4802-806e-b263b57c0b8f___RS_HL 6304,5.10064208931535
737bc6ca-1141-4ac2-9e74-2e269ecfb36e___RS_HL 5799 1,5.04467080179821
737c7928-a760-497a-ba8a-6fe36e646811___RS_HL 6049,8.95559850405361
737fdc9a-44a1-4b19-bc96-ad9a5d476fec___RS_HL 7173,6.44503365286559
739ea6bb-06d4-4c72-8195-549c64aa1f10___RS_HL 4744,5.04952482934011
73a2b7ac-d2f9-4b4c-82e7-77fb0854c97d___RS_HL 5681,5.34407027818448
73ce6ace-509f-4b2c-9081-8f11e07ff4a6___RS_HL 7457,6.74239114606087
73d32567-0311-4556-b0ee-298e81b893f5___RS_HL 5202,5.59344406555934
73e92e55-c5a5-45d2-a1db-5744b2d36ff5___RS_HL 7534,9.76650103337584
73f4abca-ef44-4e67-82dc-6580ae40c601___RS_HL 6456,6.27749614774783
7402b0f6-0118-4d4e-943e-7a5e8830d4f7___RS_HL 5548 1,6.61292004030997
7413cf92-e2b5-494e-b999-ed5fb4a17577___RS_HL 5385,9.56624910325037
742f43de-8aba-42df-80d4-c79b594e8e3a___RS_HL 5096,5.68268650713855
7435d3b6-e337-4622-bd20-5c5233d3d64f___RS_HL 5666,8.73696622199616
7443f221-c25a-46b8-b01d-6a6a0b727656___RS_HL 3756,7.43582389215546
74442e9a-f800-4876-9568-a797afb87174___RS_HL 7387,6.83482506102522
74552c8b-aa90-4604-b0c8-a27e88108a84___RS_HL 3319,6.16913557097319
74590dc2-5de5-473f-a272-ec4904bd6a1f___RS_HL 5568 1,6.86398302944593
748e0fcc-836b-4a27-b633-3500cd2fe267___RS_HL 7384,7.05898749172503
748e8a50-4cbf-4f84-a5b6-d2310d60abd7___RS_HL 7437,9.67906030336663
74930a1e-be7a-4d94-b605-d8498491251b___RS_HL 5170,5.10705458443763
74a4ee2b-86cd-44f8-90f1-9646426597bd___RS_HL 4240,7.53723110865968
74b33f90-ef53-402e-a27b-ef71a5f15f3d___RS_HL 2862,9.08402929808914
74bffb5c-8136-43e6-b6a2-77ba128414d6___RS_HL 3342,8.86590894975467
74e73fa7-c639-4b92-9f55-416ac50bc7cf___RS_HL 5586,8.9586333614739
7505cc34-ca1f-48e0-afea-30931ab15e16___RS_HL 3407,8.8854080285021
750abde9-e8d5-4c39-8d16-6b1d2c8f331e___RS_HL 7380,8.06152468662062
75163c0a-1325-461d-bcb1-50ad329125ae___RS_HL 6157,6.52051023668494
7516d7b9-d622-44b4-bc93-8afdb9dde319___RS_HL 4758,7.15678727226071
7519e469-b740-446e-8eb5-0085ea2e86de___RS_HL 5715 1,5.5323429278861
751b3996-e22a-4d3a-976c-667d120b6fa5___RS_HL 6662,5.68173089233133
752ac434-31a8-4f8b-96e0-ce098a15024f___RS_HL 4773,8.72038932226437
752ad666-d684-40ac-8af3-54b330ceb03e___RS_HL 4299,5.04467393826874
